Index,Value
0,0.738502
1,1.89671e-08
2,1.0803e-09
3,1.20656e-05
4,4.74494e-07
5,0.00232676
6,2.65364e-05
7,1.24859e-13
8,3.20818e-11
9,7.63756e-13
10,1.02123e-12
11,3.58572e-10
12,5.77568e-11
13,7.89113e-10
14,5.5951e-12
15,1.56098e-10
16,5.46774e-12
17,8.70011e-11
18,4.34036e-13
19,8.66004e-13
20,2.76009e-13
21,1.65993e-11
22,8.94929e-15
23,3.95083e-13
24,8.40924e-13
25,5.74593e-10
26,1.90137e-06
27,9.83323e-09
28,3.9723e-12
29,1.46593e-06
30,3.52048e-09
31,2.75572e-08
32,2.91304e-09
33,8.85614e-07
34,1.49853e-09
35,4.20948e-10
36,3.981e-08
37,2.30407e-09
38,4.73306e-08
39,2.70536e-05
40,1.53959e-07
41,1.53813e-09
42,1.4242e-08
43,5.23545e-07
44,2.20891e-08
45,2.19789e-13
46,6.4966e-08
47,3.37402e-08
48,3.23172e-05
49,1.80715e-09
50,6.85567e-06
51,6.81244e-11
52,8.36627e-08
53,1.8218e-09
54,1.82065e-07
55,3.47652e-08
56,1.80298e-10
57,3.44067e-13
58,6.41686e-08
59,1.75814e-09
60,3.27919e-08
61,1.81854e-07
62,1.70752e-07
63,1.33195e-07
64,1.87049e-09
65,1.21507e-06
66,3.02975e-08
67,8.56943e-07
68,6.68491e-08
69,6.86939e-12
70,1.03944e-12
71,5.55208e-12
72,4.74737e-15
73,3.38894e-14
74,4.64273e-14
75,9.40346e-14
76,1.05279e-14
77,9.79924e-15
78,7.68834e-11
79,4.35547e-13
80,1.93586e-13
81,7.37561e-11
82,5.7113e-09
83,3.82258e-12
84,4.40633e-09
85,2.18971e-10
86,2.00533e-08
87,1.96873e-13
88,2.37588e-15
89,8.86277e-13
90,4.71192e-14
91,2.52171e-10
92,2.39963e-11
93,5.05265e-13
94,7.49974e-11
95,1.44081e-13
96,2.19713e-14
97,6.48563e-11
98,4.1787e-14
99,4.00921e-10
100,5.75453e-13
101,3.02723e-10
102,1.17927e-10
103,6.82926e-06
104,4.5312e-07
105,2.15628e-11
106,3.73302e-10
107,7.2448e-10
108,2.68842e-10
109,3.86275e-11
110,1.72914e-06
111,4.84745e-10
112,9.4129e-07
113,4.77998e-06
114,4.145e-05
115,3.23682e-08
116,1.8296e-10
117,2.36357e-10
118,2.228e-11
119,5.18581e-11
120,1.3367e-10
121,1.94424e-14
122,7.79186e-12
123,8.60672e-12
124,4.22879e-09
125,2.65506e-10
126,2.20801e-11
127,2.88189e-13
128,1.81756e-14
129,1.76643e-13
130,3.72245e-13
131,2.36016e-13
132,2.05455e-12
133,1.82064e-08
134,2.99632e-10
135,7.32326e-14
136,3.54739e-13
137,2.11151e-13
138,5.68967e-07
139,1.29251e-13
140,1.24573e-11
141,8.68354e-10
142,5.95536e-12
143,5.92947e-15
144,4.7177e-10
145,5.62019e-13
146,1.1466e-12
147,4.39124e-13
148,2.13852e-12
149,5.8437e-07
150,3.39549e-09
151,9.70787e-09
152,1.53286e-15
153,4.50748e-13
154,1.31527e-12
155,1.06117e-13
156,2.12262e-14
157,1.04128e-14
158,1.61119e-11
159,2.53692e-11
160,1.24562e-12
161,2.27698e-12
162,6.15367e-11
163,4.41916e-11
164,2.90583e-13
165,2.13663e-13
166,3.4833e-13
167,7.01342e-12
168,1.47296e-10
169,8.66257e-13
170,4.41758e-12
171,1.1792e-08
172,3.95988e-10
173,1.26445e-09
174,1.96444e-10
175,1.51648e-14
176,2.91056e-11
177,2.57042e-11
178,4.00577e-10
179,2.65708e-11
180,2.50531e-10
181,1.33126e-11
182,5.22722e-09
183,1.04645e-12
184,1.18936e-11
185,5.36121e-13
186,1.57233e-12
187,2.32976e-13
188,6.57453e-13
189,2.54398e-12
190,3.75797e-15
191,6.85811e-12
192,1.97433e-11
193,7.98e-13
194,5.64636e-13
195,2.26092e-10
196,1.34113e-12
197,1.03704e-11
198,3.1783e-12
199,4.82786e-13
200,8.18793e-15
201,2.11118e-12
202,4.31022e-12
203,2.02902e-13
204,3.95814e-13
205,2.62586e-12
206,2.11582e-12
207,1.47161e-12
208,1.4307e-10
209,4.5979e-11
210,1.63203e-12
211,5.01015e-11
212,3.95902e-11
213,1.91876e-13
214,1.71416e-12
215,1.16394e-13
216,6.01924e-13
217,3.84336e-13
218,1.71376e-13
219,6.26659e-13
220,3.84384e-13
221,9.31328e-12
222,1.35761e-11
223,3.86863e-13
224,2.80532e-13
225,1.05165e-09
226,5.13758e-12
227,2.97306e-11
228,1.92907e-15
229,1.42803e-14
230,1.80079e-13
231,5.89202e-12
232,3.55397e-13
233,2.09766e-13
234,5.86094e-12
235,1.06307e-11
236,4.16539e-11
237,7.36524e-11
238,1.5382e-13
239,2.79035e-13
240,4.25974e-13
241,1.22923e-12
242,1.83559e-12
243,8.12113e-12
244,5.53225e-15
245,4.13928e-12
246,5.78178e-13
247,1.32167e-12
248,5.80683e-11
249,7.14525e-12
250,4.2524e-11
251,4.42112e-13
252,2.6455e-14
253,3.27447e-11
254,1.51188e-10
255,4.89579e-14
256,1.36737e-12
257,6.28107e-13
258,8.05245e-13
259,1.13112e-11
260,9.78234e-14
261,1.12778e-13
262,5.04283e-13
263,2.7425e-11
264,8.22322e-12
265,3.0203e-12
266,4.61059e-13
267,6.10392e-11
268,1.50619e-11
269,3.91453e-09
270,1.03646e-08
271,5.02443e-08
272,4.18619e-09
273,1.23915e-09
274,1.11923e-09
275,5.66924e-13
276,3.74833e-13
277,2.85506e-07
278,3.75786e-08
279,1.61173e-09
280,6.98213e-07
281,3.04234e-09
282,1.39939e-08
283,2.79313e-12
284,4.26463e-10
285,1.54128e-10
286,7.26709e-08
287,2.67211e-08
288,3.02389e-10
289,8.45037e-12
290,2.86886e-11
291,1.34784e-09
292,1.41789e-09
293,1.62696e-11
294,9.08596e-13
295,2.64077e-12
296,3.45164e-09
297,1.62101e-13
298,7.08271e-08
299,1.08332e-09
300,1.75781e-12
301,2.36514e-12
302,7.61832e-12
303,1.54494e-12
304,1.22943e-10
305,8.26018e-15
306,2.4596e-13
307,8.49245e-12
308,4.32562e-12
309,1.22146e-11
310,1.78616e-10
311,1.95405e-11
312,1.74059e-10
313,4.17679e-13
314,4.2988e-10
315,3.23457e-12
316,1.45943e-10
317,2.31754e-05
318,1.25563e-06
319,8.49577e-12
320,2.14265e-10
321,1.69628e-13
322,2.15929e-08
323,1.90731e-15
324,4.93895e-08
325,7.12219e-11
326,2.04107e-11
327,6.28096e-11
328,3.79901e-12
329,2.38617e-07
330,5.61347e-08
331,3.10313e-08
332,1.20255e-13
333,1.06319e-11
334,1.18446e-08
335,3.12686e-07
336,1.26977e-09
337,1.73425e-07
338,1.10913e-10
339,1.31856e-13
340,1.70308e-12
341,2.88478e-10
342,8.25998e-11
343,3.48977e-10
344,1.74275e-08
345,5.43256e-12
346,4.52331e-11
347,4.92881e-14
348,4.72654e-13
349,2.52939e-13
350,2.99888e-12
351,1.15278e-13
352,2.77958e-11
353,1.26608e-09
354,3.02886e-13
355,7.50583e-13
356,2.74992e-08
357,2.50446e-09
358,5.18765e-10
359,1.36279e-11
360,1.95681e-08
361,1.37819e-11
362,3.20217e-08
363,5.42714e-08
364,1.94829e-11
365,3.64919e-12
366,5.15679e-13
367,2.96934e-12
368,2.02764e-12
369,4.91993e-12
370,6.65211e-10
371,1.36184e-07
372,6.09473e-11
373,1.87229e-10
374,4.19889e-13
375,2.02361e-13
376,1.09581e-11
377,3.41544e-12
378,4.81227e-13
379,5.20279e-12
380,1.20538e-10
381,1.96553e-09
382,6.29736e-09
383,1.51793e-10
384,6.84766e-11
385,1.30124e-11
386,4.90398e-13
387,4.39654e-13
388,2.84825e-13
389,0.254977
390,0.00106097
391,0.00033131
392,4.00221e-09
393,9.73393e-12
394,6.43098e-06
395,0.0025466
396,5.3924e-13
397,5.63802e-06
398,7.68419e-16
399,6.66154e-15
400,2.40351e-15
401,6.19324e-16
402,5.2106e-14
403,3.12928e-16
404,2.64183e-15
405,4.02996e-15
406,4.80718e-16
407,4.5346e-15
408,3.1101e-14
409,4.02405e-16
410,1.05212e-12
411,1.45348e-12
412,3.74828e-13
413,3.28979e-12
414,3.45987e-12
415,1.74236e-12
416,3.68385e-15
417,7.02054e-17
418,3.89078e-12
419,7.05565e-09
420,1.41528e-13
421,9.01672e-16
422,1.36096e-14
423,1.77981e-13
424,1.44027e-16
425,2.37885e-12
426,2.44175e-14
427,8.31338e-16
428,2.53322e-08
429,1.4344e-12
430,1.79106e-16
431,7.89301e-10
432,4.2266e-15
433,3.1562e-15
434,6.68989e-09
435,1.13068e-09
436,3.11863e-13
437,2.29366e-14
438,1.84828e-13
439,3.34692e-14
440,9.92647e-14
441,1.81397e-12
442,6.25853e-16
443,4.77643e-12
444,2.88372e-15
445,1.27639e-11
446,2.81184e-15
447,3.80305e-15
448,1.36673e-12
449,3.12286e-14
450,3.11669e-16
451,8.45319e-15
452,1.83707e-08
453,1.65539e-16
454,4.96291e-16
455,1.61204e-14
456,1.22449e-11
457,2.73564e-12
458,1.39226e-11
459,5.60599e-13
460,4.67079e-16
461,8.64776e-13
462,1.09722e-11
463,8.53831e-12
464,1.68677e-11
465,3.64366e-15
466,2.78656e-16
467,1.04505e-13
468,1.5692e-15
469,1.00027e-10
470,1.16496e-12
471,1.41252e-13
472,7.10689e-12
473,1.39386e-11
474,2.04927e-09
475,2.87368e-12
476,3.46046e-13
477,7.35372e-13
478,1.82086e-13
479,1.54115e-12
480,8.36737e-15
481,2.90573e-15
482,3.58917e-14
483,5.86898e-14
484,8.56086e-14
485,1.77355e-15
486,5.47562e-15
487,2.05007e-12
488,1.24382e-12
489,2.18212e-11
490,4.99704e-12
491,1.6255e-10
492,4.53362e-13
493,1.0947e-15
494,1.72722e-11
495,1.95095e-16
496,1.52639e-13
497,9.75932e-15
498,1.04126e-16
499,1.09602e-10
500,9.63866e-13
501,2.36111e-12
502,1.1009e-08
503,3.15831e-14
504,4.9705e-14
505,2.95558e-13
506,2.22286e-14
507,7.6783e-16
508,1.18017e-12
509,6.50224e-15
510,2.66187e-16
511,2.71913e-14
512,1.13166e-14
513,7.75869e-15
514,6.56905e-10
515,1.94702e-10
516,2.30812e-11
517,4.90416e-17
518,9.71462e-15
519,1.66401e-14
520,9.57855e-14
521,9.92048e-15
522,7.16829e-12
523,6.54428e-12
524,7.82102e-14
525,1.07255e-12
526,1.41271e-14
527,3.60828e-15
528,2.56232e-12
529,5.10317e-10
530,9.37352e-15
531,3.17175e-14
532,5.48868e-14
533,1.154e-09
534,6.22881e-15
535,2.48036e-14
536,6.15478e-16
537,1.04999e-14
538,6.29263e-14
539,3.3448e-12
540,7.42411e-17
541,3.9976e-13
542,6.26899e-11
543,1.11932e-15
544,5.78089e-14
545,2.95264e-14
546,2.78e-13
547,1.11565e-16
548,3.59969e-16
549,5.75559e-13
550,1.45749e-15
551,1.86518e-11
552,6.27486e-12
553,1.47896e-15
554,2.10245e-14
555,7.98847e-15
556,4.48732e-14
557,5.89662e-15
558,2.91101e-13
559,1.26651e-11
560,2.56246e-15
561,2.88205e-16
562,4.63546e-11
563,1.0327e-14
564,5.66764e-13
565,1.97624e-14
566,2.97076e-13
567,5.99347e-12
568,5.3295e-14
569,4.53498e-16
570,8.50043e-14
571,1.68595e-15
572,4.07939e-12
573,1.31483e-14
574,2.32165e-13
575,4.08425e-12
576,5.21866e-16
577,1.14043e-12
578,2.56008e-13
579,5.67397e-15
580,4.33164e-14
581,5.67596e-13
582,7.10762e-13
583,9.84865e-15
584,2.42184e-11
585,1.68811e-15
586,7.71417e-13
587,7.16061e-12
588,4.34161e-12
589,4.21644e-15
590,9.63291e-13
591,3.3849e-10
592,1.40771e-15
593,2.89539e-13
594,4.38865e-14
595,3.76036e-14
596,1.46783e-10
597,1.39747e-13
598,1.13412e-16
599,6.44761e-12
600,4.45885e-12
601,1.74011e-12
602,2.46444e-15
603,6.19341e-16
604,1.97543e-12
605,4.52307e-14
606,1.11368e-11
607,1.21746e-14
608,1.73549e-10
609,4.02753e-13
610,5.12383e-16
611,4.35282e-12
612,7.80365e-17
613,2.69195e-15
614,3.62364e-11
615,4.74201e-15
616,6.123e-14
617,4.10949e-16
618,2.33226e-09
619,5.34677e-12
620,8.15251e-12
621,8.2929e-12
622,3.79217e-15
623,9.98454e-10
624,2.0054e-16
625,2.103e-16
626,5.36679e-13
627,4.67344e-16
628,6.12163e-16
629,2.90312e-15
630,3.251e-09
631,5.46454e-14
632,6.01705e-15
633,9.28096e-11
634,5.43718e-14
635,4.11166e-13
636,1.72083e-11
637,1.29826e-14
638,1.20586e-12
639,1.5221e-14
640,3.24548e-11
641,1.55837e-13
642,5.50039e-16
643,2.11421e-12
644,2.72271e-12
645,2.95299e-14
646,1.47977e-12
647,5.18448e-13
648,3.37101e-15
649,3.44232e-11
650,1.87514e-13
651,2.75678e-12
652,3.84427e-14
653,7.13838e-12
654,4.01803e-15
655,8.1326e-12
656,2.87222e-13
657,1.26819e-14
658,1.35763e-09
659,6.21992e-12
660,5.64442e-13
661,1.75538e-14
662,8.59133e-15
663,3.4422e-16
664,7.62127e-11
665,1.0148e-14
666,1.25202e-10
667,6.89106e-12
668,3.1574e-16
669,2.28617e-08
670,5.05706e-14
671,9.19572e-16
672,4.51279e-15
673,1.98063e-12
674,2.13297e-11
675,1.19632e-16
676,1.04623e-12
677,2.40016e-14
678,3.13897e-12
679,8.01023e-14
680,2.60405e-11
681,2.01202e-11
682,5.11827e-15
683,1.26646e-14
684,1.77566e-11
685,2.47588e-15
686,2.10221e-14
687,3.13694e-17
688,4.5299e-14
689,1.7481e-12
690,1.9246e-15
691,7.74658e-14
692,3.52622e-12
693,1.53774e-11
694,5.59746e-15
695,4.30512e-13
696,2.27451e-11
697,3.23263e-14
698,4.25863e-16
699,6.65179e-15
700,2.42701e-08
701,2.34839e-14
702,4.24786e-15
703,1.72114e-12
704,1.33113e-14
705,6.30105e-16
706,1.87889e-12
707,4.53177e-15
708,9.6464e-11
709,3.17499e-11
710,3.51902e-14
711,4.59973e-14
712,2.20582e-14
713,3.56405e-15
714,1.97283e-14
715,4.3254e-13
716,3.9647e-14
717,6.09056e-15
718,7.84018e-15
719,1.21328e-14
720,1.38648e-15
721,5.0971e-11
722,1.00926e-12
723,1.32647e-13
724,2.06505e-16
725,2.41829e-11
726,7.83725e-14
727,2.37057e-14
728,1.30727e-12
729,1.30753e-12
730,4.03917e-12
731,3.66239e-14
732,2.92835e-15
733,1.01387e-13
734,1.35793e-15
735,1.44059e-11
736,7.23009e-16
737,8.33097e-14
738,2.27336e-12
739,7.10389e-13
740,5.44307e-15
741,1.25681e-12
742,3.80085e-13
743,1.42295e-16
744,4.03798e-14
745,1.55785e-14
746,2.29999e-14
747,6.70596e-15
748,1.6696e-10
749,3.34381e-11
750,9.17727e-13
751,2.80503e-15
752,2.98918e-13
753,1.00058e-13
754,1.13758e-14
755,4.86336e-14
756,1.27245e-13
757,1.61009e-15
758,1.82864e-07
759,8.92232e-16
760,3.81747e-14
761,1.07172e-12
762,5.62597e-14
763,1.78296e-13
764,6.62553e-12
765,1.82586e-11
766,2.09464e-11
767,1.12155e-13
768,2.83402e-10
769,2.20288e-14
770,4.02444e-10
771,8.82174e-15
772,9.81554e-13
773,1.67969e-13
774,9.0877e-10
775,6.26618e-12
776,1.93924e-15
777,2.16551e-09
778,1.88519e-11
779,7.66572e-15
780,1.38853e-15
781,2.37966e-15
782,3.70531e-11
783,5.81857e-15
784,5.03759e-12
785,9.55594e-13
786,2.48231e-14
787,1.07698e-13
788,3.74525e-14
789,6.00149e-16
790,2.84976e-13
791,8.49857e-13
792,6.84578e-11
793,1.51768e-12
794,5.05303e-14
795,3.10752e-15
796,4.25402e-12
797,7.01569e-11
798,2.97086e-15
799,3.58022e-15
800,2.37742e-16
801,5.97366e-13
802,4.54376e-16
803,1.65128e-15
804,8.70054e-13
805,8.56919e-13
806,8.83852e-10
807,2.87588e-14
808,2.03326e-11
809,7.00829e-11
810,3.62627e-13
811,2.24507e-12
812,6.1931e-16
813,8.70841e-12
814,2.77751e-12
815,6.11551e-12
816,1.27247e-09
817,1.40129e-15
818,3.97015e-10
819,1.31591e-16
820,2.30588e-16
821,6.03417e-16
822,2.28856e-15
823,1.29359e-15
824,2.73152e-10
825,2.18026e-10
826,3.64078e-15
827,1.01976e-13
828,1.71133e-10
829,8.25946e-15
830,1.31856e-12
831,5.77134e-13
832,3.19307e-16
833,1.9171e-13
834,5.16719e-16
835,1.89592e-11
836,1.04787e-11
837,7.26536e-13
838,1.24375e-12
839,1.19795e-14
840,3.80119e-12
841,6.19834e-13
842,2.10455e-13
843,1.12177e-11
844,1.68991e-14
845,3.57313e-14
846,1.33592e-12
847,1.16879e-14
848,6.99977e-16
849,2.67442e-12
850,6.08852e-13
851,3.5484e-11
852,3.3567e-12
853,1.72123e-10
854,2.46706e-15
855,9.76617e-12
856,2.45946e-14
857,1.39503e-14
858,4.06692e-13
859,1.16586e-11
860,1.37788e-14
861,7.17095e-11
862,4.87975e-15
863,2.17465e-12
864,6.35518e-15
865,1.69622e-15
866,1.19894e-13
867,1.33845e-16
868,7.8529e-10
869,2.2483e-15
870,3.98923e-13
871,2.91571e-14
872,4.00787e-14
873,1.55806e-16
874,1.02724e-16
875,2.57806e-13
876,3.51357e-11
877,2.19726e-15
878,1.18944e-13
879,2.86315e-14
880,3.63291e-15
881,3.95286e-16
882,1.48458e-12
883,2.11484e-14
884,9.39922e-16
885,1.32737e-10
886,6.86933e-16
887,3.45018e-14
888,7.58381e-16
889,1.44103e-15
890,2.71039e-16
891,2.59846e-13
892,2.09585e-15
893,2.34932e-12
894,1.1311e-15
895,2.78582e-15
896,2.1075e-12
897,3.48336e-15
898,3.87166e-12
899,4.48429e-14
900,4.77812e-17
901,2.91072e-14
902,2.02326e-13
903,4.2584e-13
904,2.56481e-11
905,2.97716e-14
906,3.06781e-15
907,2.91659e-15
908,1.79433e-15
909,2.0619e-12
910,4.92766e-09
911,2.44424e-09
912,3.28793e-12
913,1.30602e-13
914,9.37752e-15
915,5.13666e-15
916,4.47336e-13
917,3.23982e-16
918,2.46217e-13
919,3.76357e-15
920,1.14591e-16
921,1.90492e-11
922,2.57861e-15
923,7.01139e-12
924,9.18243e-10
925,9.32607e-10
926,1.11521e-13
927,9.5481e-14
928,1.10064e-12
929,3.8091e-12
930,1.11989e-10
931,3.98233e-12
932,1.07842e-14
933,5.25445e-13
934,1.72664e-10
935,1.60541e-12
936,2.22538e-09
937,1.54482e-11
938,1.0296e-14
939,8.59398e-07
940,1.59855e-09
941,5.14511e-13
942,1.65491e-11
943,2.061e-08
944,1.32562e-10
945,9.59123e-14
946,4.19669e-13
947,5.62646e-07
948,7.89035e-12
949,9.9992e-12
950,2.14183e-11
951,2.83618e-11
952,3.44578e-10
953,4.06077e-12
954,2.29999e-10
955,1.44914e-07
956,4.36055e-12
957,2.06276e-12
958,1.20237e-13
959,1.45027e-13
960,6.14353e-15
961,4.04475e-12
962,1.83298e-13
963,1.46285e-11
964,1.84174e-13
965,8.8839e-08
966,1.6866e-14
967,3.60339e-14
968,4.67054e-12
969,5.06169e-13
970,2.8771e-12
971,3.64841e-14
972,3.14677e-14
973,8.24767e-09
974,1.69912e-14
975,2.21799e-11
976,5.51786e-13
977,6.8039e-10
978,5.96345e-12
979,4.72894e-12
980,3.67572e-15
981,8.41921e-15
982,8.41498e-13
983,1.40096e-13
984,4.86012e-13
985,9.89016e-11
986,5.67426e-10
987,1.91228e-09
988,6.87575e-13
989,1.17706e-13
990,4.42556e-12
991,1.83028e-11
992,5.55554e-10
993,5.46663e-13
994,1.60909e-10
995,4.60325e-11
996,4.51585e-08
997,4.28169e-05
998,2.36002e-08
999,1.26291e-12
